estatura	peso	genero	ingresos	etnia	educacion	educacion_madre	educacion_padre	camina	ejercicio	fumador	tenso	malhumorado	edad
172.72	74.84	femenino	15000	Blanco	12	NA	NA	6	3	1	1	1	33
157.48	49.9	femenino	20000	Blanco	17	17	17	6	1	1	0	0	24
162.56	58.06	femenino	20000	Blanco	12	12	12	4	1	2	3	3	29
170.18	68.04	masculino	10500	Latino	12	12	NA	7	4	2	1	1	42
177.8	74.84	masculino	13000	Blanco	16	16	16	7	7	2	2	2	22
157.48	55.79	femenino	10000	Blanco	12	12	12	1	4	2	7	7	52
160.02	77.11	femenino	3000	Blanco	12	12	NA	8	3	2	5	5	37
157.48	52.62	femenino	24000	Blanco	14	14	14	1	4	1	7	7	29
160.02	53.07	femenino	0	Blanco	17	17	17	1	1	2	4	4	41
175.26	72.57	femenino	17000	Blanco	13	13	13	1	1	1	7	7	35
162.56	55.34	femenino	11000	Blanco	12	12	NA	1	1	1	0	0	48
162.56	69.85	femenino	0	Blanco	14	14	14	6	1	2	7	7	37
175.26	83.91	femenino	32000	Blanco	14	14	14	1	4	1	4	4	40
149.86	43.09	femenino	17000	Blanco	15	15	15	2	1	2	5	5	26
154.94	52.16	femenino	15000	Blanco	16	16	16	5	6	2	0	0	47
152.4	56.7	femenino	25000	Blanco	12	12	12	4	1	2	0	0	75
182.88	102.06	masculino	136500	Blanco	12	12	12	4	4	2	0	0	49
167.64	NA	femenino	3000	Other	12	12	NA	7	7	2	7	7	35
160.02	72.57	femenino	15000	Blanco	8	NA	NA	8	6	2	0	0	60
165.1	68.04	femenino	0	Blanco	12	12	12	1	1	1	0	0	41
177.8	90.72	masculino	25000	Blanco	18	18	18	8	1	2	1	1	58
182.88	113.4	masculino	5000	Blanco	14	14	14	2	1	2	0	0	48
157.48	56.7	femenino	2100	Afroamericano	12	12	12	6	1	1	6	6	21
177.8	67.13	masculino	15000	Afroamericano	10	10	10	8	1	1	0	0	82
152.4	54.43	femenino	15000	Blanco	13	NA	13	8	1	2	0	0	76
167.64	63.5	femenino	15000	Afroamericano	12	12	12	2	1	2	3	3	29
162.56	72.57	masculino	15000	Latino	12	12	12	8	6	1	0	0	34
180.34	81.65	masculino	15000	Blanco	16	16	16	2	6	2	2	2	23
185.42	113.4	masculino	5000	Afroamericano	12	12	12	7	5	1	0	0	27
190.5	81.65	masculino	3192	Afroamericano	11	11	11	8	7	1	0	0	34
157.48	49.9	femenino	15000	Other	12	12	12	6	1	2	0	0	25
160.02	55.79	femenino	17000	Blanco	17	17	17	5	5	2	1	1	26
165.1	68.04	femenino	30000	Blanco	13	13	13	7	7	2	7	7	28
177.8	61.23	masculino	15000	Blanco	12	12	12	1	1	2	0	0	32
162.56	49.9	femenino	5000	Blanco	16	16	16	7	6	2	0	0	26
172.72	77.11	femenino	24000	Blanco	16	16	16	6	4	2	1	1	42
165.1	69.85	femenino	10000	Blanco	14	14	14	8	1	2	0	0	67
175.26	68.04	masculino	50000	Blanco	8	8	8	2	7	1	0	0	53
162.56	77.11	femenino	15000	Blanco	11	NA	NA	1	1	2	0	0	77
182.88	76.2	masculino	50000	Blanco	16	16	16	3	2	2	0	0	53
175.26	72.57	masculino	136500	Blanco	12	12	12	8	2	1	0	0	38
162.56	68.04	femenino	20000	Blanco	17	17	17	4	2	2	0	0	49
160.02	48.99	femenino	30000	Latino	18	18	18	7	2	2	0	0	54
172.72	55.34	femenino	5000	Blanco	18	18	18	2	1	2	2	2	41
162.56	61.23	femenino	0	Blanco	12	12	12	1	1	1	1	1	63
167.64	58.97	femenino	0	Blanco	10	10	10	6	1	2	0	0	48
177.8	74.84	masculino	25000	Blanco	12	12	12	1	1	2	0	0	37
160.02	60.78	femenino	0	Blanco	5	NA	5	7	1	2	0	0	58
185.42	81.65	femenino	22000	Blanco	14	14	14	5	1	2	0	0	45
190.5	90.72	masculino	27000	Blanco	12	12	12	1	7	2	0	0	24
165.1	95.25	femenino	4000	Blanco	12	12	12	4	2	2	1	1	38
162.56	63.5	femenino	35000	Blanco	16	16	16	8	4	2	0	0	41
167.64	72.57	femenino	17500	Blanco	17	17	17	4	1	2	0	0	26
167.64	50.8	femenino	16500	Blanco	14	14	14	7	6	2	3	3	28
162.56	86.18	femenino	28000	Blanco	16	16	16	3	1	2	5	5	39
167.64	63.5	femenino	52000	Blanco	18	18	18	2	5	2	0	0	50
162.56	48.99	femenino	15000	Blanco	16	16	16	2	6	2	0	0	29
160.02	63.5	femenino	19000	Blanco	13	13	13	8	7	2	2	2	32
160.02	56.7	femenino	0	Blanco	13	13	13	8	4	2	0	0	44
170.18	59.87	femenino	5000	Afroamericano	12	12	NA	3	1	2	2	2	19
175.26	61.23	femenino	15000	Blanco	12	12	NA	5	1	2	1	1	34
185.42	77.11	masculino	27000	Blanco	12	12	12	6	6	1	2	2	23
182.88	77.56	masculino	15000	Blanco	8	8	8	1	7	1	6	6	58
167.64	88.9	femenino	0	Blanco	12	12	12	1	2	2	5	5	24
182.88	88.45	masculino	15000	Blanco	14	14	14	8	5	2	1	1	33
162.56	68.04	femenino	14500	Blanco	12	NA	NA	7	1	2	0	0	55
162.56	48.08	femenino	24000	Blanco	13	13	13	2	1	2	0	0	30
154.94	52.16	femenino	5000	Blanco	12	12	12	4	2	2	1	1	18
172.72	65.77	masculino	18000	Blanco	15	15	15	7	7	2	0	0	36
157.48	53.52	femenino	4000	Blanco	12	12	12	8	2	2	0	0	68
162.56	58.51	femenino	15000	Blanco	12	NA	NA	6	1	2	0	0	85
175.26	NA	femenino	4000	Blanco	13	13	13	6	1	2	0	0	57
167.64	72.57	femenino	20000	Blanco	15	15	15	4	7	2	0	0	53
152.4	44.45	femenino	700	Blanco	12	12	12	8	1	2	7	7	36
162.56	55.79	femenino	25000	Blanco	15	15	NA	7	7	2	0	0	33
165.1	99.79	femenino	24000	Blanco	12	12	12	4	1	2	2	2	91
152.4	56.7	femenino	15000	Blanco	12	NA	NA	2	1	2	0	0	60
193.04	97.52	masculino	27000	Blanco	12	12	12	7	7	2	0	0	39
182.88	NA	femenino	12000	Blanco	12	12	12	7	7	2	5	5	35
182.88	83.91	masculino	4.00E+05	Blanco	12	12	12	5	4	2	6	6	33
157.48	65.77	femenino	22000	Blanco	18	18	18	4	7	2	2	2	47
157.48	63.5	femenino	30000	Blanco	13	13	13	1	1	2	1	1	36
177.8	72.57	masculino	45000	Blanco	16	16	16	7	6	2	0	0	35
180.34	92.99	masculino	35000	Blanco	12	12	12	8	3	2	0	0	61
187.96	88.45	masculino	20000	Blanco	12	12	12	8	2	2	7	7	42
165.1	62.6	femenino	32000	Blanco	16	16	16	5	1	2	0	0	32
160.02	72.57	femenino	6000	Other	12	12	12	4	1	1	2	2	31
170.18	68.04	femenino	12000	Blanco	12	12	12	3	1	1	0	0	39
165.1	58.06	femenino	0	Blanco	16	16	16	2	1	1	0	0	44
160.02	65.77	femenino	10000	Blanco	12	12	12	3	1	2	1	1	31
165.1	57.15	femenino	1000	Blanco	12	12	NA	6	6	1	0	0	18
162.56	61.69	femenino	12000	Blanco	15	NA	NA	7	6	1	0	0	71
165.1	63.5	femenino	16000	Blanco	12	12	12	7	1	2	1	1	36
160.02	56.7	femenino	15000	Blanco	13	13	13	7	1	2	2	2	27
172.72	108.86	femenino	0	Blanco	16	16	16	8	1	2	5	5	41
160.02	63.5	femenino	25000	Blanco	16	16	16	4	2	2	0	0	33
177.8	61.23	femenino	25000	Blanco	12	12	NA	5	7	2	2	2	27
172.72	81.65	masculino	32000	Blanco	12	12	NA	5	6	2	5	5	30
170.18	74.84	masculino	35000	Blanco	14	14	14	1	5	2	0	0	43
172.72	58.97	masculino	25000	Blanco	12	12	12	8	2	1	7	7	24
167.64	61.23	femenino	25000	Blanco	12	12	12	3	1	2	2	2	23
165.1	56.7	femenino	6000	Blanco	12	12	12	8	1	1	1	1	28
175.26	74.84	masculino	80000	Blanco	14	14	14	4	3	1	0	0	44
172.72	65.77	femenino	20000	Blanco	14	14	14	7	1	2	0	0	25
167.64	84.82	femenino	1000	Blanco	17	17	17	2	1	2	0	0	38
180.34	74.84	masculino	28000	Latino	13	13	13	1	5	1	0	0	38
162.56	56.7	masculino	26000	Latino	16	16	16	7	7	2	0	0	23
187.96	95.25	masculino	27000	Blanco	12	12	12	7	6	2	2	2	24
157.48	50.8	femenino	18000	Blanco	13	13	13	5	3	2	2	2	41
165.1	90.72	femenino	2000	Blanco	12	12	12	8	1	2	0	0	59
175.26	88.45	masculino	20000	Blanco	12	12	12	4	5	2	0	0	66
182.88	83.91	masculino	15000	Afroamericano	12	12	12	8	2	2	2	2	19
167.64	100.24	femenino	6000	Blanco	16	16	16	4	1	2	1	1	48
177.8	81.65	masculino	15000	Blanco	11	11	11	8	4	2	0	0	32
154.94	77.11	femenino	15000	Blanco	12	NA	NA	1	3	2	0	0	74
152.4	49.9	femenino	0	Blanco	10	10	10	1	1	2	0	0	68
177.8	86.18	masculino	5000	Blanco	12	12	12	2	4	2	2	2	19
185.42	58.97	femenino	5000	Blanco	11	11	11	8	7	1	0	0	21
167.64	72.57	femenino	15000	Blanco	12	12	12	7	1	2	1	1	74
144.78	58.97	femenino	45000	Latino	12	12	12	2	1	2	0	0	36
170.18	95.25	masculino	25000	Blanco	11	11	11	8	7	2	0	0	63
185.42	81.65	masculino	12000	Blanco	12	NA	NA	8	3	2	0	0	29
165.1	52.16	femenino	0	Blanco	18	18	18	4	5	2	3	3	26
157.48	54.43	femenino	15000	Blanco	12	12	12	6	1	2	0	0	45
193.04	74.84	masculino	12000	Blanco	12	12	NA	8	1	1	0	0	57
177.8	79.38	masculino	30000	Blanco	14	14	14	8	5	2	0	0	76
162.56	72.57	femenino	0	Blanco	12	12	12	6	6	2	2	2	30
160.02	58.97	femenino	4000	Afroamericano	15	15	15	4	4	2	4	4	22
170.18	83.91	femenino	5000	Afroamericano	11	11	11	8	1	2	2	2	18
160.02	52.16	femenino	26000	Afroamericano	13	13	13	7	7	2	0	0	37
175.26	86.18	femenino	5000	Blanco	9	9	NA	8	4	2	0	0	53
170.18	90.72	femenino	15000	Blanco	9	9	9	1	1	1	7	7	23
167.64	81.65	femenino	15000	Afroamericano	12	12	12	4	4	1	7	7	30
154.94	63.5	femenino	5000	Afroamericano	12	12	12	7	7	2	1	1	25
177.8	74.39	masculino	23000	Afroamericano	12	12	12	8	7	1	4	4	35
180.34	79.38	masculino	21000	Blanco	12	12	12	8	1	1	7	7	33
165.1	61.23	femenino	25000	Blanco	12	12	12	5	1	2	3	3	62
177.8	71.21	masculino	18000	Blanco	16	NA	16	4	1	2	1	1	75
160.02	68.04	femenino	4000	Blanco	13	13	13	4	6	2	0	0	44
162.56	52.62	femenino	23900	Blanco	12	12	12	8	7	2	2	2	22
172.72	65.77	masculino	35000	Blanco	12	NA	NA	8	5	2	0	0	68
162.56	55.79	femenino	35000	Blanco	18	18	18	3	6	2	1	1	40
170.18	63.5	masculino	26000	Blanco	14	14	14	1	4	1	3	3	30
167.64	78.02	masculino	25000	Blanco	16	16	16	2	2	2	1	1	36
172.72	53.52	femenino	23500	Blanco	13	13	13	2	4	1	7	7	27
165.1	61.23	femenino	12000	Blanco	12	12	12	1	1	2	1	1	22
170.18	63.5	femenino	15000	Blanco	12	12	12	5	6	2	2	2	20
154.94	74.84	femenino	25000	Blanco	8	NA	NA	7	1	2	0	0	67
185.42	95.25	masculino	3000	Blanco	17	17	17	5	6	2	0	0	23
160.02	90.72	femenino	15000	Blanco	12	12	12	2	1	2	0	0	68
167.64	65.77	femenino	20000	Blanco	12	12	12	1	7	2	0	0	37
162.56	90.72	femenino	6000	Blanco	12	12	12	8	1	2	2	2	67
180.34	72.57	masculino	14000	Blanco	12	12	12	1	1	2	0	0	69
160.02	55.79	femenino	15000	Blanco	16	16	16	3	1	2	2	2	31
180.34	81.65	masculino	175000	Blanco	16	16	16	8	5	2	2	2	48
160.02	53.52	femenino	0	Blanco	12	12	12	3	1	1	1	1	51
162.56	58.06	femenino	62000	Blanco	16	16	16	5	1	2	1	1	70
185.42	77.11	masculino	1000	Blanco	18	18	18	7	7	2	3	3	25
165.1	63.5	femenino	10000	Blanco	14	14	14	6	2	2	0	0	63
167.64	54.43	masculino	45000	Blanco	13	NA	13	4	1	2	0	0	82
167.64	54.43	femenino	15000	Blanco	12	NA	NA	1	1	1	0	0	81
152.4	61.23	femenino	45000	Blanco	15	15	15	8	1	2	0	0	79
172.72	74.84	femenino	50000	Blanco	18	18	18	4	1	1	2	2	52
149.86	63.5	femenino	20000	Blanco	13	13	NA	8	1	2	4	4	41
177.8	97.52	masculino	5000	Blanco	12	12	12	2	6	1	2	2	42
177.8	74.84	masculino	35000	Blanco	16	16	16	1	7	2	2	2	30
182.88	68.95	masculino	40000	Blanco	16	16	16	4	7	2	0	0	28
162.56	61.23	femenino	35000	Blanco	12	12	12	8	7	2	0	0	72
182.88	90.72	masculino	25000	Blanco	12	12	12	8	2	1	1	1	33
167.64	77.11	femenino	50000	Blanco	16	16	16	4	4	2	0	0	54
177.8	92.99	masculino	1.00E+05	Blanco	18	18	18	5	1	1	0	0	57
175.26	65.77	masculino	35000	Blanco	13	NA	NA	1	7	1	0	0	28
167.64	52.16	femenino	0	Blanco	12	12	12	5	5	2	2	2	51
172.72	79.38	femenino	24000	Blanco	12	12	12	3	1	1	0	0	35
162.56	54.43	femenino	0	Blanco	12	12	12	4	1	1	4	4	30
170.18	63.5	femenino	25000	Blanco	14	14	14	8	1	2	2	2	35
160.02	56.25	femenino	0	Blanco	12	12	NA	2	1	2	0	0	60
187.96	121.56	masculino	35000	Blanco	17	17	17	6	1	1	0	0	43
185.42	104.33	masculino	38000	Blanco	16	NA	NA	7	5	2	0	0	74
177.8	90.72	masculino	35000	Blanco	13	13	13	8	4	1	0	0	29
152.4	58.97	femenino	25000	Blanco	8	8	8	8	1	2	0	0	76
170.18	72.57	masculino	30000	Blanco	12	12	12	8	6	2	0	0	52
162.56	61.69	femenino	5000	Latino	12	12	NA	5	1	2	2	2	39
170.18	72.57	masculino	148000	Blanco	18	18	18	1	4	2	0	0	38
177.8	74.84	masculino	30000	Blanco	12	12	12	2	1	2	0	0	32
162.56	54.43	femenino	6500	Blanco	15	15	15	8	6	2	1	1	31
157.48	43.09	femenino	3000	Blanco	16	16	16	8	2	2	7	7	37
182.88	79.38	masculino	25000	Blanco	15	15	NA	8	1	1	0	0	75
167.64	90.72	femenino	0	Blanco	8	NA	8	1	1	1	2	2	53
175.26	104.33	masculino	23000	Blanco	18	18	18	3	6	2	0	0	69
208.28	79.38	masculino	45000	Blanco	18	NA	18	4	1	2	1	1	65
160.02	68.04	femenino	35000	Blanco	16	16	16	8	1	2	0	0	36
172.72	70.31	masculino	40000	Blanco	17	17	17	8	6	2	2	2	41
182.88	81.65	masculino	30000	Blanco	14	14	14	8	2	2	1	1	39
160.02	95.25	femenino	0	Blanco	14	14	14	8	2	1	7	7	29
160.02	95.25	femenino	14000	Blanco	12	12	NA	6	5	1	0	0	37
175.26	NA	femenino	15000	Blanco	12	12	12	8	1	2	7	7	34
162.56	54.43	femenino	26000	Blanco	18	18	18	4	2	1	0	0	36
180.34	88.45	femenino	8000	Blanco	12	12	12	8	7	1	7	7	25
162.56	55.79	femenino	24000	Afroamericano	16	16	16	8	6	1	4	4	27
182.88	61.23	masculino	0	Blanco	8	8	8	5	5	1	0	0	20
157.48	56.7	femenino	0	Blanco	12	12	12	8	2	1	7	7	25
167.64	81.65	femenino	0	Blanco	10	10	10	8	5	2	3	3	38
182.88	90.72	masculino	15000	Blanco	12	NA	NA	1	1	2	0	0	40
167.64	63.5	masculino	5124	Blanco	8	8	8	1	1	1	3	3	67
154.94	49.9	femenino	10000	Blanco	15	15	15	2	4	2	3	3	25
162.56	74.84	femenino	5000	Blanco	7	NA	NA	5	1	1	1	1	38
157.48	50.35	femenino	5000	Afroamericano	13	13	13	8	5	2	0	0	20
175.26	56.7	femenino	0	Blanco	13	13	NA	8	7	2	1	1	19
172.72	65.77	femenino	12000	Blanco	16	16	16	7	1	2	7	7	32
167.64	70.31	femenino	0	Blanco	12	12	12	5	7	1	7	7	23
172.72	81.65	masculino	50000	Blanco	17	17	17	7	6	2	0	0	34
180.34	71.67	masculino	136500	Blanco	16	16	16	5	5	1	0	0	41
162.56	56.7	femenino	23000	Blanco	13	13	13	4	2	2	1	1	26
154.94	53.52	femenino	0	Blanco	16	16	16	7	1	2	1	1	40
172.72	70.31	femenino	25000	Blanco	12	12	12	4	1	2	0	0	69
160.02	78.93	femenino	5000	Blanco	9	NA	NA	5	1	2	0	0	69
165.1	62.6	femenino	5000	Blanco	12	NA	NA	8	1	2	1	1	91
162.56	49.9	femenino	5000	Blanco	12	12	12	8	1	2	5	5	18
165.1	58.97	femenino	15000	Blanco	12	12	12	8	7	1	0	0	38
162.56	56.7	femenino	5000	Blanco	14	14	14	7	2	2	0	0	19
167.64	58.97	masculino	40000	Afroamericano	14	14	14	8	7	1	0	0	34
157.48	56.25	femenino	6000	Afroamericano	13	13	13	7	1	2	7	7	26
180.34	77.11	masculino	1.00E+05	Blanco	18	18	NA	8	5	2	0	0	77
165.1	72.57	femenino	5000	Afroamericano	16	16	16	8	1	2	7	7	30
162.56	86.18	femenino	45000	Blanco	8	NA	NA	8	1	1	7	7	52
152.4	54.43	femenino	25000	Afroamericano	12	12	12	8	5	2	0	0	26
167.64	70.76	masculino	110000	Blanco	18	18	18	5	5	2	0	0	37
154.94	46.27	femenino	25000	Blanco	13	13	13	8	4	1	2	2	37
182.88	65.77	masculino	41000	Latino	13	NA	NA	8	7	2	0	0	32
177.8	65.77	femenino	25000	Blanco	12	12	NA	5	6	2	0	0	55
160.02	58.97	femenino	23000	Blanco	13	13	13	4	4	2	0	0	78
172.72	59.87	femenino	15000	Blanco	14	NA	14	8	5	2	0	0	78
160.02	54.43	femenino	0	Blanco	12	12	12	7	5	2	7	7	32
177.8	74.84	masculino	21000	Blanco	12	12	12	8	7	1	1	1	23
157.48	68.04	femenino	4000	Blanco	12	12	12	5	1	1	7	7	29
180.34	127.01	masculino	25000	Blanco	12	12	12	8	4	1	0	0	36
177.8	77.11	masculino	30000	Blanco	18	18	18	4	7	1	1	1	46
162.56	72.12	femenino	14000	Blanco	11	11	NA	8	1	2	0	0	51
160.02	52.16	femenino	6000	Blanco	12	12	12	3	2	1	7	7	35
165.1	65.32	femenino	14000	Blanco	12	12	12	2	1	1	0	0	46
180.34	79.38	masculino	43000	Blanco	12	12	12	1	6	2	6	6	27
157.48	58.06	femenino	25000	Blanco	15	15	15	8	5	1	7	7	33
185.42	88.45	masculino	40000	Blanco	12	12	12	8	1	2	0	0	66
162.56	61.23	femenino	25000	Blanco	16	16	16	8	1	2	0	0	73
172.72	99.79	masculino	65000	Blanco	17	17	17	5	5	2	3	3	40
193.04	95.25	masculino	16000	Blanco	15	15	15	3	4	2	0	0	32
185.42	88.9	masculino	136500	Blanco	16	16	16	1	1	1	0	0	65
177.8	72.57	masculino	87000	Blanco	18	NA	NA	1	6	2	0	0	54
167.64	54.43	femenino	8000	Blanco	12	12	12	8	1	2	0	0	71
162.56	NA	femenino	20000	Blanco	15	15	15	4	4	2	4	4	39
152.4	NA	femenino	14000	Blanco	14	14	14	1	1	2	0	0	72
172.72	63.5	masculino	45000	Blanco	12	12	12	8	1	2	0	0	74
154.94	81.65	femenino	8000	Blanco	11	NA	NA	1	1	2	0	0	72
165.1	83.91	femenino	15000	Blanco	10	NA	10	3	1	1	0	0	71
167.64	58.97	masculino	12000	Blanco	12	12	NA	5	4	1	0	0	28
160.02	59.87	femenino	8000	Blanco	14	14	14	5	5	2	0	0	31
160.02	47.63	femenino	16000	Blanco	15	15	15	1	1	2	2	2	32
170.18	NA	femenino	25000	Blanco	12	NA	NA	1	2	2	0	0	43
187.96	77.11	masculino	6000	Blanco	15	15	15	7	1	1	7	7	73
167.64	72.57	femenino	136500	Blanco	12	NA	12	4	7	2	1	1	45
177.8	81.65	masculino	19000	Blanco	12	12	12	8	6	2	0	0	32
172.72	70.31	femenino	21000	Blanco	13	13	13	6	3	1	5	5	39
177.8	59.42	femenino	43000	Blanco	18	18	18	7	3	2	1	1	46
175.26	86.18	masculino	35000	Blanco	15	15	15	7	7	2	0	0	21
177.8	79.38	masculino	8000	Blanco	10	NA	NA	8	2	2	0	0	75
160.02	56.7	femenino	21000	Blanco	14	14	14	7	1	1	1	1	41
165.1	61.23	femenino	5800	Blanco	12	12	12	8	5	2	5	5	30
175.26	83.91	masculino	17000	Blanco	12	NA	NA	5	1	2	0	0	46
165.1	54.43	femenino	45000	Blanco	12	NA	NA	2	2	1	2	2	42
172.72	63.5	masculino	24000	Blanco	14	14	14	4	3	1	2	2	49
157.48	63.5	femenino	5000	Blanco	11	11	NA	1	1	2	3	3	71
177.8	83.91	masculino	62000	Blanco	11	11	11	1	1	2	0	0	48
167.64	68.04	femenino	11000	Blanco	12	12	12	8	1	1	3	3	23
165.1	102.06	masculino	10000	Blanco	13	NA	13	5	1	2	0	0	27
177.8	83.91	masculino	40000	Blanco	14	14	14	4	4	2	0	0	36
167.64	73.94	femenino	0	Afroamericano	12	NA	12	8	5	2	0	0	37
177.8	77.11	masculino	40000	Blanco	12	NA	NA	8	4	1	0	0	47
167.64	74.84	femenino	24000	Afroamericano	14	NA	NA	8	2	2	3	3	29
172.72	72.57	masculino	50000	Afroamericano	18	18	18	8	7	2	0	0	34
172.72	NA	femenino	25000	Blanco	12	12	12	6	2	1	3	3	25
172.72	72.57	masculino	24000	Blanco	16	16	16	1	3	2	0	0	26
172.72	54.43	masculino	20000	Blanco	16	16	16	8	3	2	0	0	33
160.02	54.43	femenino	15000	Blanco	16	16	16	8	5	2	0	0	23
177.8	88.45	masculino	60000	Blanco	18	18	18	3	1	2	0	0	50
165.1	70.31	femenino	11000	Blanco	13	13	13	5	1	2	0	0	47
162.56	52.16	femenino	5000	Blanco	15	15	15	8	2	2	7	7	40
160.02	51.26	femenino	136500	Blanco	17	17	17	8	6	2	0	0	84
175.26	81.65	masculino	87000	Blanco	18	18	18	8	5	2	5	5	39
165.1	61.23	femenino	27000	Blanco	16	16	16	7	5	2	0	0	30
195.58	109.32	masculino	89000	Blanco	16	16	16	8	1	2	2	2	41
177.8	79.38	masculino	40000	Blanco	14	14	14	8	4	2	2	2	28
162.56	54.43	femenino	15000	Blanco	16	16	16	8	7	2	0	0	26
162.56	58.97	femenino	1000	Blanco	14	14	14	8	6	2	0	0	20
157.48	81.65	femenino	0	Blanco	12	12	12	4	1	1	7	7	28
162.56	NA	femenino	22000	Blanco	12	12	12	5	1	2	0	0	60
162.56	83.46	femenino	12000	Blanco	8	8	8	1	1	1	0	0	48
160.02	56.7	femenino	22000	Blanco	16	16	16	4	2	2	2	2	28
147.32	81.65	femenino	40000	Afroamericano	12	12	NA	8	1	2	0	0	56
185.42	82.55	masculino	25000	Afroamericano	10	NA	NA	2	6	2	2	2	55
167.64	82.55	femenino	0	Blanco	12	12	12	8	6	2	0	0	58
162.56	54.43	femenino	62000	Blanco	16	16	16	7	7	2	3	3	40
157.48	68.04	femenino	40000	Blanco	16	16	16	5	1	2	0	0	44
154.94	55.79	femenino	0	Blanco	13	13	13	6	7	2	0	0	42
162.56	51.26	femenino	35000	Latino	14	14	14	4	2	2	0	0	53
162.56	53.98	femenino	7000	Blanco	12	12	12	8	1	2	0	0	28
177.8	86.18	masculino	25000	Blanco	14	14	NA	8	1	2	0	0	40
157.48	53.52	femenino	14000	Blanco	12	12	12	6	2	2	0	0	37
157.48	54.43	femenino	5000	Blanco	12	12	12	8	1	2	1	1	20
162.56	68.04	femenino	15000	Blanco	12	12	12	2	1	2	0	0	56
167.64	108.86	femenino	0	Afroamericano	14	14	14	1	1	2	0	0	31
167.64	68.04	femenino	6000	Blanco	13	13	13	7	6	2	0	0	34
175.26	101.15	femenino	11000	Afroamericano	12	NA	NA	1	1	2	7	7	41
162.56	59.87	femenino	10000	Blanco	13	13	13	4	1	2	0	0	31
157.48	76.2	femenino	0	Blanco	12	12	NA	8	1	2	1	1	59
157.48	53.52	femenino	5000	Blanco	12	12	12	4	4	1	4	4	32
180.34	87.54	masculino	20000	Blanco	14	14	14	8	5	2	2	2	41
149.86	48.99	femenino	35000	Blanco	12	NA	NA	7	1	2	0	0	56
157.48	70.31	femenino	7000	Blanco	12	12	12	4	1	2	0	0	73
172.72	83.91	masculino	38000	Blanco	9	9	9	8	2	2	1	1	46
172.72	79.38	masculino	29000	Blanco	9	NA	NA	4	1	1	1	1	58
157.48	55.34	femenino	20000	Blanco	10	10	NA	4	1	2	0	0	44
160.02	72.57	femenino	8000	Blanco	12	12	12	4	1	1	0	0	57
175.26	79.38	masculino	36000	Blanco	16	16	16	8	1	2	0	0	51
170.18	103.42	femenino	1500	Blanco	12	12	12	7	7	2	1	1	44
162.56	61.23	femenino	42000	Blanco	18	18	18	6	5	2	1	1	29
172.72	61.23	femenino	35000	Blanco	17	17	17	8	1	1	1	1	44
177.8	74.84	masculino	25000	Blanco	12	12	12	1	7	1	0	0	22
193.04	68.04	masculino	5000	Blanco	9	9	9	3	6	2	0	0	18
175.26	63.5	masculino	13000	Blanco	10	10	10	1	1	1	0	0	20
167.64	60.33	femenino	20000	Blanco	11	11	11	4	1	2	0	0	64
167.64	44.45	femenino	10000	Blanco	12	NA	NA	8	1	2	1	1	71
182.88	88	masculino	50000	Other	15	15	15	8	5	1	3	3	49
175.26	65.77	masculino	30000	Afroamericano	11	11	11	8	1	2	0	0	51
175.26	72.57	masculino	7000	Blanco	12	NA	NA	7	6	2	0	0	23
157.48	53.52	femenino	15000	Afroamericano	12	12	12	8	1	2	0	0	82
152.4	90.72	femenino	31000	Afroamericano	12	NA	NA	8	1	1	7	7	48
167.64	67.59	femenino	15000	Afroamericano	12	12	12	2	2	2	3	3	42
152.4	61.23	femenino	0	Blanco	18	18	NA	2	1	2	4	4	41
170.18	77.11	masculino	50000	Blanco	16	16	16	7	2	2	1	1	49
170.18	54.43	femenino	5000	Latino	11	11	11	1	1	2	3	3	18
167.64	63.5	masculino	5000	Blanco	15	15	15	8	7	2	0	0	20
177.8	68.04	femenino	600	Afroamericano	12	12	12	7	6	2	3	3	18
162.56	68.04	femenino	14000	Afroamericano	8	8	NA	8	1	2	0	0	51
152.4	47.63	femenino	40000	Other	18	18	18	8	1	2	0	0	35
172.72	77.11	masculino	24000	Blanco	18	18	18	5	7	2	5	5	36
167.64	68.04	femenino	25000	Afroamericano	12	NA	NA	8	1	2	0	0	59
185.42	81.65	masculino	22000	Afroamericano	12	12	NA	1	5	1	7	7	24
182.88	97.52	masculino	20000	Blanco	8	8	8	4	1	1	1	1	36
162.56	65.77	femenino	20112	Blanco	12	NA	NA	8	5	1	3	3	38
170.18	61.23	masculino	12000	Blanco	13	13	13	7	1	1	1	1	67
180.34	81.65	masculino	15000	Afroamericano	8	NA	NA	8	6	1	0	0	37
177.8	100.24	masculino	20000	Blanco	18	18	18	7	7	1	0	0	69
167.64	58.51	femenino	5000	Blanco	8	8	8	4	1	2	0	0	44
170.18	63.5	femenino	41000	Blanco	13	13	13	7	1	2	1	1	40
180.34	70.31	masculino	13000	Afroamericano	9	9	9	8	1	2	0	0	50
160.02	61.69	femenino	0	Blanco	12	12	12	5	5	2	3	3	25
185.42	77.11	masculino	60000	Blanco	16	16	16	1	4	1	0	0	31
177.8	70.31	masculino	24000	Blanco	16	16	16	8	7	2	4	4	25
177.8	74.84	masculino	38000	Blanco	16	16	16	1	7	2	6	6	36
180.34	58.06	femenino	3000	Blanco	14	14	14	3	2	2	4	4	27
167.64	49.9	femenino	13000	Blanco	12	12	12	4	2	1	0	0	30
190.5	72.57	masculino	5000	Blanco	12	12	12	1	2	1	2	2	21
